timestamp	date	actor	text	name	type	features	variables
1665762241752	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@2570f4db,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@42b038a,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@3bcb71dd,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@2ac4e6d8,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@8300977,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241770	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@42b038a,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@3bcb71dd,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@2ac4e6d8,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@8300977,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241772	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@3bcb71dd,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@2ac4e6d8,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@8300977,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241773	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@2ac4e6d8,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@8300977,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241774	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@8300977,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241775	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7be3d3e6,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@54db7ca8,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241776	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7be3d3e6,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@722548d6,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@34feaa77,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241777	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7be3d3e6,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@722548d6,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@67df035,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@39817816,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241778	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7be3d3e6,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@722548d6,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@67df035,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@542224be,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@31f2a5e0
1665762241779	Fri Oct 14 17:44:01 CEST 2022						ssi_emotion_neutral_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7d6d9e72,ssi_emotion_surprise_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5253a489,ssi_emotion_happy_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@43fe36f4,ssi_emotion_sad_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@60011002,ssi_emotion_disgust_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@5224919f,ssi_emotion_anger_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@7be3d3e6,ssi_emotion_fear_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@722548d6,ssi_emotion_valence_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@67df035,ssi_emotion_arousal_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@542224be,ssi_emotion_dominance_avg=de.dfki.vsm.runtime.interpreter.value.FloatValue@4238c758
